title,genre,synopsis
The Life and Times of Judge Roy Bean,"Comedy, Drama, Romance","In Vinegaroon, Texas, former outlaw Roy Bean appoints himself the judge for the region and dispenses his brand of justice as he sees fit."
The Marksman,"Action, Adventure, Drama",A rancher on the Arizona border becomes the unlikely defender of a young Mexican boy desperately fleeing the cartel assassins who've pursued him into the U.S.
Red River,"Drama, Western","Dunson leads a cattle drive, the culmination of over 14 years of work, to its destination in Missouri. But his tyrannical behavior along the way causes a mutiny, led by his adopted son."
A Million Ways to Die in the West,"Comedy, Western","As a cowardly farmer begins to fall for the mysterious new woman in town, he must put his newly found courage to the test when her husband, a notorious gun-slinger, announces his arrival."
Blazing Saddles,"Comedy, Western","In order to ruin a western town, a corrupt politician appoints a black Sheriff, who promptly becomes his most formidable adversary."
The Missing,"Adventure, Thriller, Western","In 1885 New Mexico, a frontier medicine woman forms an uneasy alliance with her estranged father when her daughter is kidnapped by an Apache brujo."
Once Upon a Time in the West,Western,A mysterious stranger with a harmonica joins forces with a notorious desperado to protect a beautiful widow from a ruthless assassin working for the railroad.
Westworld,"Action, Sci-Fi, Thriller","A robot malfunction creates havoc and terror for unsuspecting vacationers at a futuristic, adult-themed amusement park."
News of the World,"Action, Adventure, Drama","A Civil War veteran agrees to deliver a girl, taken by the Kiowa people years ago, to her aunt and uncle, against her will. They travel hundreds of miles and face grave dangers as they search for a place that either can call home."
Hostiles,"Drama, Western","In 1892, a legendary Army Captain reluctantly agrees to escort a Cheyenne chief and his family through dangerous territory."
Silverado,"Action, Crime, Drama",A misfit bunch of friends comes together to right the injustices which exist in a small town.
Rust,Western,"A 13-year-old boy left to fend for himself and his younger brother following their parents' deaths in 1880s Kansas, goes on the run with his long-estranged grandfather after he's sentenced ...                See full summary »"
Bone Tomahawk,"Drama, Horror, Western","In the dying days of the old west, an elderly sheriff and his posse set out to rescue their town's doctor from cannibalistic cave dwellers."
The Cheyenne Social Club,"Comedy, Romance, Western",An aging cowboy finds to his embarrassment that the successful business he has inherited from his brother is actually a house of prostitution.
How the West Was Won,Western,"A family saga covering several decades of Westward expansion in the 19th century, including the Gold Rush, the Civil War, and the building of the railroads."
The Mask of Zorro,"Action, Adventure, Comedy","A young thief seeking revenge for his brother's death is trained by the once-great, aging Zorro, who is pursuing his own vengeance."
Australia,"Adventure, Drama, Romance","Set in northern Australia before WWII, an Englishwoman who inherits a sprawling ranch reluctantly pacts with a stock-man in order to drive 2,000 head of cattle over unforgiving landscapes."
Wyatt Earp,"Adventure, Biography, Drama","From Wichita to Dodge City, to the O.K. Corral in Tombstone, a man becomes a myth in this thrilling journey of romance, adventure, and desperate heroic action."
Desperado,"Action, Crime, Thriller",Former musician and gunslinger El Mariachi arrives at a small Mexican border town after being away for a long time. His past quickly catches up with him and he soon gets entangled with the local drug kingpin Bucho and his gang.
The Assassination of Jesse James by the Coward Robert Ford,"Biography, Crime, Drama","Robert Ford, who's idolized Jesse James since childhood, tries hard to join the reforming gang of the Missouri outlaw, but gradually becomes resentful of the bandit leader."
Rango,"Animation, Action, Adventure","Rango is an ordinary chameleon who accidentally winds up in the town of Dirt, a lawless outpost in the Wild West in desperate need of a new sheriff."
Wild Wild West,"Action, Comedy, Sci-Fi","The two best special agents in the Wild West must save President Grant from the clutches of a diabolical, wheelchair-bound, steampunk-savvy, Confederate scientist bent on revenge for losing the Civil War."
Brimstone,"Drama, Mystery, Thriller","From the moment the new reverend climbs the pulpit, Liz knows she and her family are in great danger."
Back to the Future Part III,"Adventure, Comedy, Sci-Fi","Stranded in 1955, Marty McFly learns about the death of Doc Brown in 1885 and must travel back in time to save him. With no fuel readily available for the DeLorean, the two must figure how to escape the Old West before Emmett is murdered."
The Searchers,"Adventure, Drama, Western",An American Civil War veteran embarks on a years-long journey to rescue his niece from the Comanches after the rest of his brother's family is massacred in a raid on their Texas farm.
The Dark Tower,"Action, Adventure, Fantasy",A boy haunted by visions of a dark tower from a parallel reality teams up with the tower's disillusioned guardian to stop an evil warlock known as the Man in Black who plans to use the boy to destroy the tower and open the gates of Hell.
Per un pugno di dollari,"Action, Drama, Western","A wandering gunfighter plays two rival families against each other in a town torn apart by greed, pride, and revenge."
The Longest Ride,"Drama, Romance, Western","The lives of a young couple intertwine with a much older man, as he reflects back on a past love."
Rio Lobo,"War, Western","After the Civil War, Cord McNally searches for the two traitors whose treachery caused the defeat of McNally's unit and the loss of a close friend."
Warrior,"Action, Drama, Sport","The youngest son of an alcoholic former boxer returns home, where he's trained by his father for competition in a mixed martial arts tournament - a path that puts the fighter on a collision course with his estranged, older brother."
Pod wiatr,"Comedy, Drama, Romance","She graduated from a prestigious high school in Warsaw and entered medicine in London. He works as a kitesurfing instructor at the seaside, thanks to which he combines earning money and ...                See full summary »"
Caddyshack,"Comedy, Sport",An exclusive golf course has to deal with a brash new member and a destructive dancing gopher.
The Longest Yard,"Comedy, Crime, Sport",Prison inmates form a football team to challenge the prison guards.
Draft Day,"Drama, Sport","At the NFL Draft, General Manager Sonny Weaver has the opportunity to rebuild his team when he trades for the number one pick. He must decide what he's willing to sacrifice on a life-changing day for a few hundred young men with NFL dreams."
The Karate Kid,"Action, Drama, Family",A martial arts master agrees to teach karate to a bullied teenager.
Jerry Maguire,"Comedy, Drama, Romance","When a sports agent has a moral epiphany and is fired for expressing it, he decides to put his new philosophy to the test as an independent agent with the only athlete who stays with him and his former colleague."
Remember the Titans,"Biography, Drama, Sport",The true story of a newly appointed African-American coach and his high school team on their first season as a racially integrated unit.
The Sandlot,"Comedy, Drama, Family","In the summer of 1962, a new kid in town is taken under the wing of a young baseball prodigy and his rowdy team, resulting in many adventures."
